ПІБ кандидата,Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1212,2019-02-15,1/150219,"ТОВ ""Телерадіокомпанія ""Експо-ТВ""",,36390796,"+;1212;Оплата ефiрного часу згiдно договору №13/02-19 вiд 13.02.19 , рахунок фактура №СФ-0000007 вiд 13.0219 без ПДВ. Пл-ник Кандидат на пост Президента України Каплiн С. М.""",9900,юридична особа,оплата ефірного часу на радіо
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1212,2019-02-15,2/150219,"ТОВ ""Телерадіокомпанія ""Експо-ТВ""",,36390796,"+;1212;Оплата ефiрного часу згiдно договору №13/02-19 вiд 13.02.19 , рахунок фактура №СФ-0000008 вiд 13.02.19 без ПДВ",3300,юридична особа,оплата ефірного часу на радіо
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1120,2019-02-15,5/150219,"ТОВ ""Телерадіокомпанія ""Вікка""",,21385292,"+;1120;Вигот. вiдеозаписiв п.агiт.сюжет в пр. ""Акценти"", зг. дог.№ДГ-ПР10 вiд 13.02.19, рах-факт №СФ-0000474 вiд 13.02.19 р.з ПДВ 400 грн",2400,юридична особа,виготовлення відеозаписів
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1120,2019-02-15,3/150219,"ТОВ ""ТРК ""Iльдана""",,22807803,"+;1120;Виготовлення сюжету та програми, згiдно рахунку №12 вiд 2019-02-13, без ПДВ. Пл-ник Кандидат на пост Президента України Каплiн С. М.""",13800,юридична особа,виготовлення відеозаписів
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-02-15,4/150219,"ТОВ ""ТРК ""Iльдана""",,22807803,"+;1211;Оплата ефiрного часу на телебаченнi, розмiщення сюжету та розмiщення програми згiдно рахунку №13 вiд 2019-02-13, без ПДВ, Каплiн С. М.","23206,5",юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-02-15,1,"ТОВ ""Телерадіокомпанія ""Вікка""",,21385292,"+;1211;Програма""Акценти""оплата ефiрного часу на телебаченнi зг. дог. №ДГ-ПР10 вiд 13.02.19, рах.ф. №СФ-0000475 вiд 13.02.19 р. т.ч. ПДВ 2400 грн",14400,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-02-18,22410435,"ТОВ ""Телерадiокомпанiя ""Сiмон""""",,21217525,"+; 1211;Надання eфiрного часу на телеканалi ""Simon"" зг. дог. №19215 вiд 15.02.19 р в т.ч ПДВ 2666.67грн, Платник: Кандидат на пост Президента Укр. Каплiн С.М",16000,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1120,2019-02-19,1,"КП ""Телерадіокомпанія ""Акцент""",,13996018,"+;1120; За вiдеозйомку, монтаж та показ матерiалу зг. рах-фактури №15 вiд 2019-02-19, в т.ч. ПДВ 708,33 грн; пл-ник: Кандидат на пост президента Укр. Каплiн С.М.",4250,юридична особа,виготовлення відеозаписів
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-02-22,22/02/1,"ТОВ ""Студія місто""",,31495587,"+;1211; Оплата ефiрного часу на телебаченнi Канд на пост Президента Укрвїни Каплiна С.М. зг рах №СФ-0000091 вiд 21/02/19р. В т.ч. ПДВ 2116,67 грн",12700,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-02-22,22/02/2,"ТОВ ""МТК Лубни""",,30254457,"+;1211; Зйомка, виготовлення i трансляцiя сюжетiв полiтичного характеру зг рах №СФ-0000157 вiд 20/02/19р. Без ПДВ",4100,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1220,2019-02-25,25/02/1,"ТОВ ""Редакція газети ""Сiльськi горизонти""",,21107216,"+;1220; Публiкацiя матерiалу передвиборч агiтацiї канд на пост Президента Укр. Каплина С.М. зг рах №56 вiд 22/02/19р. В т.ч. ПДВ 480,48 грн; Каплiн С.М.","2882,88",юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1220,2019-02-25,25/02/2,"ТОВ ""Редакція газети ""Полісся""",,02475115,"+;1220; Перевиб агiтац в газетi Полiсся про участь канд на пост Президента Укр Каплiна СМ у мiтингу труд кол. заводу Зiрка зг рах №29 вiд 22/02/19р.В тч ПДВ 707,12 грн","4242,7",юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1220,2019-02-25,25/02/3,Федчун Сергiй Миколайович,,,"+;1220; Публiкацiя матер передвиборч агiтацiї канд на пост Президента Укр. Каплiна С.М.в газетi ""Телегурман""(м.Конотоп,сумськ обл) зг рах №3 вiд 25/02/19р. Без ПДВ",2000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1110,2019-02-26,26/02/1,"ТОВ ""Компанiя ""Альфа Принт""",,40823955,"+;1110; Вигот. постеру паперового 6*3м на передвиб агiтац канд. на пост Президента Укр. Каплiна С.М. зг рах №СФ-0000020 вiд 04/02/19р. В т.ч. ПДВ 5136,76 грн","30820,54",юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1110,2019-02-26,26/02/2,"ТОВ ""Компанiя ""Альфа Принт""",,40823955,"+;1110; Вигот. постеру паперового 6*3м на передвиб агiтац канд. на пост Президента Укр. Каплiна С.М. зг рах №СФ-0000017 вiд 01/02/19р. В т.ч. ПДВ 5606,78 грн","33640,67",юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1140,2019-02-26,26/02/3,"ТОВ ""Торговий дiм ""Гранд Афiш""",,36678347,"+;1140; Вигот. постерiв,банеру,скроллу зг рах №31/01-039 вiд 31/01/19р.пл дог№6-19-ТД вiд 28/01/19р. В т.ч. ПДВ 39142,17 грн",234853,юридична особа,виготовлення інших матеріалів передвиборної агітації
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1350,2019-02-26,26/02/4,Хмельницька Олена Володимирiвна,,,+;1350; Послуги проведення полiтичної рекламної компанiї канд на пост Президента Укр.Каплiна С.М. у лютому 2019р. зг рах №СФ-0000011 вiд 01/02/19р. Без ПДВ,4400,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1350,2019-02-26,26/02/5,Хмельницька Олена Володимирiвна,,,+;1350; Послуги проведення полiтичної рекламної компанiї канд на пост Президента Укр.Каплiна С.М. у лютому 2019р. зг рах №СФ-0000012 вiд 01/02/19р. Без ПДВ,4400,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1110,2019-02-27,27/02/0,ФОП Лучина Наталiя Миколаївна,,,"+;1110; Виготовлення друкованих матерiалiв зг рахунку- фактуи №162 вiд 26/02/19р. В т.ч. ПДВ 533,33 грн",3200,ФОП,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1110,2019-02-27,27/02/1,ФОП Лучина Наталiя Миколаївна,,,"+;1110; Виготовлення друкованих матерiалiв зг рахунку- фактуи №163 вiд 26/02/19р. В т.ч. ПДВ 616,67 грн",3700,ФОП,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1350,2019-02-27,27/02/2,ФОП Буланий О. М.,,,+;1350; Послуги по розмiщенню iнформацiйної продукцiї зг рах-факт №20 вiд 19/02/19р. Без ПДВ,2400,ФОП,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-02-27,27/02/3,"ТОВ ""Студія місто""",,31495587,"+;1211; оплата ефiрного часу на телебаченнi зг рах-факт№СФ-0000100 вiд 27/02/19р. В т.ч. ПДВ 1900,00 грн",11400,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-02-27,27/02/4,"ТОВ ""ПЕРШИЙ МIСЬКИЙ ТЕЛЕКАНАЛ. КРИВИЙ",,39865405,"+;1211;Участь у програмi ""Президентськi перегони"" та вигот iнф матер згiдно медiа плану №8 вiд 26.02.19 р., дог№12.02/19 вiд 12.02.19р. в т.ч. ПДВ 4333,33 грн.",26000,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1350,2019-02-27,27/02/6,"ТОВ ""РА Мегаполiс""",,40185139,"+;1350; послуги з розмiщення реклами на щитi зг рах№РАМ0000156 вiд 29/01/19 р. по дод№1 вiд 29/01/19р. до дог№МРА-05/19 вiд 29/01/19р.В т.ч. ПДВ 99666,80 грн","598000,79",юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-03-01,03.01.2001,"КП ""ТЕЛЕРАДIОКОМПАНIЯ ""ПЕРШИЙ ЗАХIДНИЙ""",,31074340,"+;1211; Надання ефiрного часу для розмiщ матер передвиборч агiтацiї на ТРК ""Перший Захiдний""зг рах №45 вiд 01/03/19р.по дог№44 вiд 28/02/19р. В т.ч. ПДВ 6000,00 грн",36000,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1340,2019-03-01,03.01.2002,Сектор культури Машiвської РДА,,02229899,+;1340; оренда примiщення Машiвської РБК зг рах №1 вiд 27/02/19р. по дог №1 вiд 27/02/19р. Без ПДВ,800,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1340,2019-03-01,03.01.2003,Карлiвський районний будинок культури,,02229818,+;1340; тимчасова оренда велик.глядац залу зг рах №4 вiд 27/02/19р. Без ПДВ,1200,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1120,2019-03-01,03.01.2004,"КП ""Телерадіокомпанія ""Акцент""",,13996018,"+;1120; виготовлення вiдеоматерiалу та розмiщення передвиборч агiтацiї зг рах №19 вiд 28/02/19р. по дог№1 вiд 19/02/19р. В т.ч. ПДВ 708,33 грн",4250,юридична особа,виготовлення відеозаписів
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1212,2019-03-01,03.01.2005,"ПАТ ""НСТУ""",,23152907,"+;1212; розмiщ матер передвиб агiтац на Укр.радiо УР-1 Дод№1за03/ 2019р. зг рах №НТК000000164 вiд 21/02/19р. по дог №25-32/3 вiд 18/02/19р. В т.ч. ПДВ 15211,82","91270,9",юридична особа,оплата ефірного часу на радіо
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1212,2019-03-01,03.01.2006,"ПАТ ""НСТУ""",,23152907,"+;1212; розмiщ матер передвиб агiтац на Укр.радiо УР-1 Дод№2за03/ 2019р. зг рах №НТК000000165 вiд 21/02/19р. по дог №25-32/3 вiд 18/02/19р. В т.ч. ПДВ 15873,20","95239,2",юридична особа,оплата ефірного часу на радіо
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-03-01,03.01.2007,"ТОВ ""Студія місто""",,31495587,"+;1211; оплата ефiрного часу на телебаченнi зг рах№СФ-0000108 вiд 01/03/19р. В т.ч. ПДВ 10000,00 грн",60000,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-03-01,03.01.2008,"ТОВ ""Полтавське ТБ""",,40887689,+;1211; оплата ефiрного часу на телебаченнi зг рах №Ц-034 вiд 28/02/19р. Без ПДВ,52200,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-03-04,03.04.2001,"ТОВ ""ТРК ""Академ ТВ""",,32185841,"+;1211; оплата ефiрного часу для розмiщення передвиборчої агiтацiї зг рах№47 вiд 01/03/19р. по дог№41/19 вiд 01/03/19р. В т.ч. ПДВ 7020,00 грн",42120,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-03-04,03.04.2002,ТРО КОН-ТАК,,34678259,+;1211; трансляцiя на телекан КОН-ТАК полiт агiтацiї кандидата в президенти Укр Каплiна С.М. Зг рах №27 вiд 01/03/19 Без ПДВ,7200,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-03-04,03.04.2003,"ТОВ ""ТРК ""Відікон""",,21107661,"+;1211; розм передвиб агiтац канд в Презид Укр Каплiна С М в ефiрi телекан Вiдiкон м.Суми зг рах№54 вiд 01/03/19р.дог№28/02 вiд 28/02/19р. В т.ч. ПДВ 6480,00грн",38880,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-03-04,03.04.2004,"ТОВ ""ТРК ""Грант""",,30161258,+;1211; трансляцiя матерiалiв передвиборчої агiтацiї зг рах №23 вiд 01/03/19р.Без ПДВ,15750,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-03-04,03.04.2005,"ТОВ ""Телерадіокомпанія ТТV""","м. Кропивницький, вул. Медведєва, буд. 1А",13745760,"+;1211; розмiщення передвиборчої агiтацiї на телеканалi ТТV у м. Кропивницький зг рах№27 вiд 28/02/19р. В т.ч. ПДВ 2475,00 грн",14850,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-03-04,03.04.2006,"ТОВ ""Телерадіокомпанія ""Вікка""",,21385292,"+;1211; транчсяцiя вiдеомат передвиборч агiтацiї -вiдеоролик полiтич реклми зг рах№СФ-0000511 вiд 01/03/19р. по дог №ДГ-ПР10 вiд 13/02/19р. В т.ч. ПДВ 4500,00 грн",27000,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-03-04,03.04.2007,"ТОВ ""ТРК ""СКЕТ""",,33270691,+;1211; рекламно iнформацiйнф послуги на телеканалi СКЕТ зг рах№CФ-0000008 вiд 01/03/19р. по дог№07/03 вiд 01/03/19р. Без ПДВ,12000,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-03-04,03.04.2008,"КП ""ТРА Новий Чернiгiв"" Чернігівської міської ради",,21397527,"+;1211; надання ефiрного часу для передвиборч агiтацiї дод№1 до дог№15 вiд 01/03/19р. зг рах №29 вiд 01/03/19р. В т.ч. ПДВ 8400,00 грн",50400,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-03-04,03.04.2009,"ТОВ ""НТРК ""Ірта""",,31530558,"+;1211; розмiщення матерiалiв передвиборчої агiтацiї в телеефiрi в перiодз 04/03/19по29/03/19р. зг рах№1-01/03/19 вiд 01/03/19р. В т.ч. ПДВ 3750,00 грн",22500,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-03-04,03.04.2010,"ПрАТ ""Шосткинська телекомпанія ""Телеком-Сервiс""",,14006101,+;1211; трансляцiя матерiалiв передвиборч агiтацiї на каналi ТКС зг дог№4-Т зг рах№СФ-107-Т вiд /03/19р. Без ПДВ,12600,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-03-04,03.04.2011,"ТОВ ""Телерадіокомпанія ""НІС-ТВ""",,20874043,"+;1211; Оплата ефiрного часу на телебаченнi зг рах№31 вiд 04/03/19р. в т.ч. ПДВ 1944,00 грн",11664,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-03-04,03.04.2012,"ТОВ ""Медіа група ""Позитив""",,36419704,+;1211; трансляцiя вiдеороликiв кандидата на пост Президента Каплiна С.М. зг рах№11 вiд 02/03/19р.Без ПДВ,65620,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1320,2019-03-04,03.04.2013,"КП ""Центр культури i дозвiлля""",,37464450,+;1320; оренда частини глядацького залу КП Центр культури i дозвiлля зг рах №1 вiд 28/02/19р. Без ПДВ,1875,юридична особа,"оренда будинків і приміщень усіх форм власності для проведення публічних дебатів, дискусій, &quot;круглих столів&quot;, прес-конференцій стосовно положень передвиборної програми та політичної діяльності партії – суб’єкта виборчого процесу чи політичної діяльності кандидата на пост Президента України, а також для виготовлення матеріалів передвиборної агітації"
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-03-04,03.04.2015,"ТОВ ""ТРК ""Круг""",,25049898,"+;1211; розмiщення матерiалiв передвиборчої агiтацiї у т.ч.полiтична реклама зг дог№6 вiд 04/02/19р. зг рах№20 вiд 27/02/19р. В т.ч. ПДВ 10800,00 грн",64800,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-03-04,03.04.2016,"ПП ""Приватна телекомпанiя ""Вiзит""",,139323372,"+;1211; трансл передвиборних агiтац матерiалiв (реклам ролики) на ТК Вiзит зг дод№1 до дог№1-В вiд 01/10/15р. зг рах№4-В вiд 04/03/19р В т.ч. ПДВ 21600,00 грн",129600,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-03-04,03.04.2017,Районна телестудiя Гребiнка,,30031347,+;1211; трансляцiя роликiв кандидата на пост Президента Каплiна СМ зг рах№15 вiд 01/03/19р.Без ПДВ,23400,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1211,2019-03-04,03.04.2019,"ТОВ ""МТК Лубни""",,30254457,"+;1211; трансляцiя,зйомка,виготовлення сюжетiв полiтичного характеру зг рах №СФ-0000163 вiд 01/03/19р. Без ПДВ",46800,юридична особа,оплата ефірного часу на телебаченні
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1350,2019-03-04,03.04.2018,ФОП Фастовець Iгор Анатолiйович,,,+;1350; розмiщення електронних постерiв(вiдеозаставок) на свiтодiодному екранi за перiод 05/03/19-29/03/19р. включно зг рах№04-03 вiд 04/03/19р.Без ПДВ,5000,ФОП,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1220,2019-03-05,03.05.2001,"ПП ""Зоря Полтавщини""",,02474794,"+;1220; розмiщення матерiалiв передвиборної агiтацiї в газетi Зоря Полтавщини зг рах №16063 вiд 04/03/19р.В т.ч. ПДВ 635,00 грн",3810,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Каплін Сергій Миколайович,Соціал-Демократична партія,211,1220,2019-03-05,03.05.2003,НАРОДНА ТРИБУНА КП РКРГ КРР,,02474759,+;1220; За публiкацiю оголошення про зустрiч з виборцями зг рах №85 вiд 04/03/19р. Без ПДВ,"806,4",юридична особа,оплата друкованих площ у друкованих засобах масової інформації
